Name,Symbol,RIC,Type,NAME,COMPANY NAME,ICB INDUSTRY NAME
OVERSEA-CHINESE BKG.125,T:OCBX,OCBCx.SI^K14,T:OCBX,OVERSEA-CHINESE BKG.125 DEAD - DELIST.04/11/14,OVERSEA-CHINESE BANKING CORPORATION LIMITED,Financials
OVERSEAS CHS.BKG. FB.,T:OCBF,-,T:OCBF,OVERSEAS CHS.BKG. FB. DEAD - MERGER 08/10/99,OVERSEA-CHINESE BANKING CORPORATION LIMITED,Financials
OVERSEAS UN.BK.FB.,T:OUBE,-,T:OUBE,OVERSEAS UN.BK.FB. DEAD - 09/09/99,OVERSEAS UNION BANK LIMITED,Financials
OVERSEAS UNION BK. 100,T:OUB1,-,T:OUB1,OVERSEAS UNION BK. 100 DEAD - 18/08/97,OVERSEAS UNION BANK LIMITED,Financials
OVERSEAS UNION BK.FB 100,T:OUF1,-,T:OUF1,OVERSEAS UNION BK.FB 100 DEAD - 18/08/97,OVERSEAS UNION BANK LIMITED,Financials
PACIFIC SHIPPING TRUST,35996V,PFST.SI^C12,35996V,PACIFIC SHIPPING TRUST DEAD - DELIST.08/03/12,PACIFIC SHIPPING TRUST,Industrials
PEOPLE'S FOOD HDG.,T:PEFO,PPFH.SI^A14,T:PEFO,PEOPLE'S FOOD HDG. DEAD - DELIST.06/01/14,PEOPLE'S FOOD HOLDINGS LTD,Consumer Staples
PILECON ENGR. S$,771148,-,771148,PILECON ENGR. S$,PILECON ENGINEERING BERHAD,Industrials
PLASTOFORM HOLDINGS 1,T:PFMX,PFMLx.SI^G15,T:PFMX,PLASTOFORM HOLDINGS 1 DEAD - DELIST.24/07/15,PLASTOFORM HOLDINGS LTD,Consumer Discretionary
PSC 100,T:PSCC,-,T:PSCC,PSC 100 DEAD - DELIST.22/11/07,HANWELL HOLDINGS LIMITED,Consumer Staples
PT BERLIAN LAJU TKR.TBK (SES),T:PBLT,PTBL.SI^H20,T:PBLT,PT BERLIAN LAJU TKR.TBK (SES),PT BERLIAN LAJU TANKER TBK,Industrials
PTERIS GLOBAL 100,T:PTGL,PTGLx.SI^I14,T:PTGL,PTERIS GLOBAL 100 DEAD - DELIST.18/09/14,PTERIS GLOBAL LTD,Industrials
PTERIS GLOBAL 200,T:PGL,-,T:PGL,PTERIS GLOBAL 200 DEAD - DELIST.15/01/10,PTERIS GLOBAL LTD,Industrials
QIAN HU 1,T:QIHX,QIANx.SI^J15,T:QIHX,QIAN HU 1 DEAD - DELIST.09/10/15,QIAN HU CORPORATION LIMITED,Consumer Staples
RAHMAN HYDR.TIN (SES),502281,-,502281,RAHMAN HYDR.TIN (SES),RAHMAN HYDRAULIC TIN BERHAD,Consumer Staples
REGAL INTL.GROUP 333,T:HISH,REGIx.SI^L14,T:HISH,REGAL INTL.GROUP 333 DEAD - DELIST.12/10/14,REGAL INTERNATIONAL GROUP LTD,Technology
ROXY-PACIFIC HDG.250,T:RXYP,RXYPx.SI^J13,T:RXYP,ROXY-PACIFIC HDG.250 DEAD - DELIST.30/10/13,ROXY PACIFIC HOLDINGS LTD,Real Estate
S I2I 1,T:SPIX,SPICx.SI^G15,T:SPIX,S I2I 1 DEAD - DELIST.30/07/15,DIGILIFE TECHNOLOGIES LTD,Telecommunications
SABANA SHARI'AH CMN. RLST.IT.FP.18/01/17,T:SSRF,-,T:SSRF,SABANA SHARI'AH CMN. RLST.IT.FP.18/01/17,SABANA SHARIAH COMPLIANT REIT,Real Estate
SABANA SHARI'AH CMN. RLST.IT.NP.18/01/17,T:SSRN,SABA_r.SI^A17,T:SSRN,SABANA SHARI'AH CMN. RLST.IT.NP.18/01/17,SABANA SHARIAH COMPLIANT REIT,Real Estate
SAIZEN REIT.TST.,T:SREI,SZNR.SI^J17,T:SREI,SAIZEN REIT.TST. DEAD - DELIST.05/10/17,SAIZEN REAL ESTATE INVESTMENT TRUST,Real Estate
SAIZEN REIT.TST.100,T:SZNR,SZNRx.SI^A14,T:SZNR,SAIZEN REIT.TST.100 DEAD - DELIST.08/01/14,SAIZEN REAL ESTATE INVESTMENT TRUST,Real Estate
SAKARI RESOURCES,T:SARL,SAKR.SI^B13,T:SARL,SAKARI RESOURCES DEAD - DELIST.15/02/13,SAKARI RESOURCES LIMITED,Energy
SAMKO TIMBER 100,T:SMK,-,T:SMK,SAMKO TIMBER 100 DEAD - DELIST.04/03/10,SAMKO TIMBER LIMITED,Basic Materials
SEMBCORP INDUSTRIES 10,T:SEML,-,T:SEML,SEMBCORP INDUSTRIES 10 DEAD - DELIST.01/07/05,SEMBCORP INDUSTRIES LIMITED,Utilities
SEMBCORP LOGISTICS 10,T:SE10,-,T:SE10,SEMBCORP LOGISTICS 10 DEAD - DELIST.03/06/05,SEMBCORP LOGISTICS LIMITED,Industrials
SHANGHAI TURBO ENTS.1,T:AWNX,SHTUx.SI^G15,T:AWNX,SHANGHAI TURBO ENTS.1 DEAD - DELIST.14/07/15,SHANGHAI TURBO ENTERPRISES LTD,Industrials
SIHUAN PHARM.HDG.GP.,T:SPHG,SIHP.SI^L09,T:SPHG,SIHUAN PHARM.HDG.GP. DEAD - DELIST.01/12/09,SIHUAN PHARMACEUTICAL HOLDINGS GROUP LTD,Health Care
SING.PRESS HDG. XE100,T:SPHX,-,T:SPHX,SING.PRESS HDG. XE100 DEAD - DELIST 11/06/04,SINGAPORE PRESS HOLDINGS LIMITED,Consumer Discretionary
SINGAMAS CONTAINER (SES),T:SIGF,-,T:SIGF,SINGAMAS CONTAINER (SES) DEAD - DELIST.05/01/06,SINGAMAS CONTAINER HOLDINGS LIMITED,Industrials
SINGAPORE AIRLINES 10,T:SALR,-,T:SALR,SINGAPORE AIRLINES 10 DEAD - DELIST.12/10/07,SINGAPORE AIRLINES LIMITED,Consumer Discretionary
SINGAPORE AIRLINES 200,T:SIA2,SIALx.SI^A15,T:SIA2,SINGAPORE AIRLINES 200 DEAD - DELIST.19/01/15,SINGAPORE AIRLINES LIMITED,Consumer Discretionary
SINGAPORE AIRLINES FB.,T:SIAF,-,T:SIAF,SINGAPORE AIRLINES FB. DEAD - MERGER 700490,SINGAPORE AIRLINES LIMITED,Consumer Discretionary
SINGAPORE ARPT.TERM.SVS. 1,T:SARI,-,T:SARI,SINGAPORE ARPT.TERM.SVS. 1,SATS LIMITED,Consumer Discretionary
SINGAPORE BUS SER. FB.,T:SGBF,-,T:SGBF,SINGAPORE BUS SER. FB. DEAD - DELIST 24/10/97,DELGRO CORPORATION LIMITED,Industrials
SINGAPORE PETROLEUM FB.,T:SPEF,-,T:SPEF,SINGAPORE PETROLEUM FB. DEAD - 29/05/01,SINGAPORE PETROLEUM COMPANY LIMITED,Energy
SINGAPORE PRESS HDG. FB.,T:SPHF,-,T:SPHF,SINGAPORE PRESS HDG. FB. DEAD - MERGED 936345,SINGAPORE PRESS HOLDINGS LIMITED,Consumer Discretionary
SINGAPORE TECH AEROS.FB.,T:SAEF,-,T:SAEF,SINGAPORE TECH AEROS.FB. DEAD - TAKEOVER 898285,SINGAPORE TECHNOLOGIES AEROSPACE LIMITED,Industrials
SINGAPORE TECH AUTV. FB.,T:SAFB,-,T:SAFB,SINGAPORE TECH AUTV. FB. DEAD - TAKEOVER 898285,SINGAPORE TECHNOLOGIES AUTOMOTIVE LTD,Consumer Discretionary
SINGAPORE TELECOM 100,T:TEL1,STELx.SI^A15,T:TEL1,SINGAPORE TELECOM 100 DEAD - DELIST.19/01/15,SINGAPORE TELECOMMUNICATIONS LIMITED,Telecommunications
SINOMEM TECHNOLOGY,T:SIME,SINO.SI^F11,T:SIME,SINOMEM TECHNOLOGY DEAD - DELIST.30/06/11,SINOMEM TECHNOLOGY LTD,Industrials
SOUND GLOBAL,T:EPIL,SOGL.SI^A14,T:EPIL,SOUND GLOBAL DEAD - DELIST.27/01/14,SOUND GLOBAL LIMITED,Utilities
SP 1,T:SPRX,SPPSx.SI^G15,T:SPRX,SP 1 DEAD - DELIST.16/07/15,SP CORPORATION LIMITED,Industrials
SP AUSNET 50 (SES),T:SPAS,-,T:SPAS,SP AUSNET 50 (SES) DEAD - DELIST.24/07/09,AUSNET SERVICES LTD,Utilities
ST COMPUTER SYS.&SVS.FB.,T:SCSF,-,T:SCSF,ST COMPUTER SYS.&SVS.FB. DEAD - TAKEOVER 898285,SINGAPORE COMPUTER SYSTEMS LIMITED,Technology
ST ELECTRONIC & ENGR.FB.,T:SGEF,-,T:SGEF,ST ELECTRONIC & ENGR.FB. DEAD - TAKEOVER 898285,SINGAPORE TECHNOLOGIES ELECTRONICS LTD,Industrials
ST SHIPBLDG.ENGR.LTD.FB.,T:SBAF,-,T:SBAF,ST SHIPBLDG.ENGR.LTD.FB. DEAD - TAKEOVER 898285,ST SHIPBUILDING & ENGINEERING LTD,Industrials
STAR PHARMACEUTICAL 1,T:SRPX,SRPTx.SI^G15,T:SRPX,STAR PHARMACEUTICAL 1 DEAD - DELIST.27/07/15,STAR PHARMACEUTICAL LIMITED,Health Care
STARHUB 10,T:STBO,-,T:STBO,STARHUB 10 DEAD - DELIST.02/08/07,STARHUB LTD,Telecommunications
STARHUB LTD.10,T:STRH,-,T:STRH,STARHUB LTD.10 DEAD - DELIST.06/10/06,STARHUB LTD,Telecommunications
SUNTECH PWR.HDG.ADR(SES) 1:1,87467U,STP.SI^G15,87467U,SUNTECH PWR.HDG.ADR(SES) 1:1,SUNTECH POWER HOLDINGS CO LTD - ADR,Energy
SUNWAY INTL.HDG. (SES),T:SUNA,SUWY.SI^G10,T:SUNA,SUNWAY INTL.HDG. (SES) DEAD - DELIST.30/07/10,SUNWAY INTERNATIONAL HOLDINGS LTD,Industrials
SWING MEDIA TECH.GP.100,T:SMGR,SWMTx.SI^J11,T:SMGR,SWING MEDIA TECH.GP.100 DEAD - DELIST.20/10/11,SWING MEDIA TECHNOLOGY GROUP LIMITED,Technology
SYNEAR FOOD HDG.,T:SYNE,SYFH.SI^L13,T:SYNE,SYNEAR FOOD HDG. DEAD - DELIST.16/12/13,SYNEAR FOOD HOLDINGS LIMITED,Consumer Staples
TEE LAND 1,T:TEEO,TEELx.SI^E16,T:TEEO,TEE LAND 1 DEAD - DELIST.16/05/16,AMCORP GLOBAL LTD,Real Estate
THAKRAL 1,T:HAKX,THAKx.SI^G15,T:HAKX,THAKRAL 1 DEAD - DELIST.10/07/15,THAKRAL CORPORATION LIMITED,Industrials
TIGER AIRWAYS HDG.200,88346K,TAHLx.SI^F13,88346K,TIGER AIRWAYS HDG.200 DEAD - DELIST.04/06/13,TIGER AIRWAYS HOLDINGS LIMITED,Consumer Discretionary
TIGER AIRWAYS HDG.50,T:TAHL,TAHLx.SI^B15,T:TAHL,TIGER AIRWAYS HDG.50 DEAD - DELIST.12/02/15,TIGER AIRWAYS HOLDINGS LIMITED,Consumer Discretionary
TIGER AIRWAYS HDG.500,T:TGDR,TAHLx.SI^L11,T:TGDR,TIGER AIRWAYS HDG.500 DEAD - DELIST.08/12/11,TIGER AIRWAYS HOLDINGS LIMITED,Consumer Discretionary
TOTAL ACCESS COMM. (SES) FB,312484,TACC.SI^I14,312484,TOTAL ACCESS COMM. (SES) FB,TOTAL ACCESS COMMUNICATION PUBLIC COMPANY LIMITED,Telecommunications
TPV TECHNOLOGY (SES),T:TPVH,TPVH.SI^K19,T:TPVH,TPV TECHNOLOGY (SES) DEAD - DELIST.13/11/19,TPV TECHNOLOGY LIMITED,Technology
TRANSCU GROUP 333,T:TRP,TRSUx.SI^B11,T:TRP,TRANSCU GROUP 333 DEAD - DELIST.17/02/11,PINE CAPITAL GROUP LTD,Consumer Staples
TRINA SLR.ADR 1:50 (SES),T:TSLS,TSL.SI^C17,T:TSLS,TRINA SLR.ADR 1:50 (SES) DEAD - DELIST.16/03/17,TRINA SOLAR LIMITED - ADR,Energy
TRIYARDS HOLDINGS 100,T:THL,TRIYx.SI^K12,T:THL,TRIYARDS HOLDINGS 100 DEAD - DELIST.22/11/12,TRIYARDS HOLDINGS LIMITED,Energy
UMS HOLDINGS 50,T:UMSD,UMSHx.SI^G14,T:UMSD,UMS HOLDINGS 50 DEAD - DELIST.23/07/14,UMS HOLDINGS LIMITED,Industrials
UNI-ASIA HOLDINGS 1,T:UAFX,UAFCx.SI^H15,T:UAFX,UNI-ASIA HOLDINGS 1 DEAD - DELIST.04/08/15,UNI-ASIA GROUP LTD,Financials
UNITED ENVIROTECH 1,T:UNTX,UNITx.SI^E14,T:UNTX,UNITED ENVIROTECH 1 DEAD - DELIST.27/05/14,CITIC ENVIROTECH LTD,Utilities
UNITED FOOD HDG.1,T:UTDX,UTDFx.SI^H15,T:UTDX,UNITED FOOD HDG.1 DEAD - DELIST.17/08/15,UNITED FOOD HOLDINGS LIMITED,Consumer Staples
UNITED OVERSEAS BK.FB.,T:UOBF,-,T:UOBF,UNITED OVERSEAS BK.FB. DEAD - MERGER 929587,UNITED OVERSEAS BANK LIMITED,Financials
UNITED OVERSEAS LAND 100,T:U100,-,T:U100,UNITED OVERSEAS LAND 100 DEAD - DELIST.18/08/05,UOL GROUP LIMITED,Real Estate
UTD.PLTNS. (SES),T:UP@V,-,T:UP@V,UTD.PLTNS. (SES),UNITED PLANTATIONS BERHAD,Consumer Staples
WBL,T:WBRS,WEAS.SI^B14,T:WBRS,WBL DEAD - DELIST.18/02/14,WBL CORPORATION LIMITED,Real Estate
WEIYE HOLDINGS,14926C,WEIH.SI^H18,14926C,WEIYE HOLDINGS DEAD - DELETE.24/08/18,WEIYE HOLDINGS LIMITED,Real Estate
WILMAR INTL.100,T:WILM,-,T:WILM,WILMAR INTL.100 DEAD - DELIST.01/09/06,WILMAR INTERNATIONAL LIMITED,Consumer Staples
WING TAI HOLDINGS 10,T:WINN,WTHSx.SI^H12,T:WINN,WING TAI HOLDINGS 10 DEAD - DELIST.23/08/12,WING TAI HOLDINGS LIMITED,Real Estate
WING TAI HOLDINGS 100,T:WTHD,-,T:WTHD,WING TAI HOLDINGS 100 DEAD - DELIST.17/01/08,WING TAI HOLDINGS LIMITED,Real Estate
YANGZIJIANG SHIPBUILDING (HDG.)RMB,T:YAZG,-,T:YAZG,YANGZIJIANG SHIPBUILDING (HDG.)RMB,YANGZIJIANG SHIPBUILDING HOLDINGS LTD,Industrials
YEO HIAP SENG 1,T:YHSA,YHSSx.SI^A13,T:YHSA,YEO HIAP SENG 1 DEAD - DELIST.10/01/13,YEO HIAP SENG LIMITED,Consumer Staples
YOMA STRATEGIC HDG.100,T:YMTV,YOMAx.SI^H12,T:YMTV,YOMA STRATEGIC HDG.100 DEAD - DELIST.08/08/12,YOMA STRATEGIC HOLDINGS LIMITED,Industrials
YONGNAM HOLDINGS 1,T:YNAX,YNAMx.SI^G15,T:YNAX,YONGNAM HOLDINGS 1 DEAD - DELIST.24/07/15,YONGNAM HOLDINGS LIMITED,Industrials
YUEXIU PROPERTY (SES),T:GUAG,YPCL.SI^C17,T:GUAG,YUEXIU PROPERTY (SES) DEAD - DELIST.03/03/17,YUEXIU PROPERTY CO LTD,Real Estate
YUEXIU PROPERTY 10 (SES),T:YUEX,YPCLx.SI^L14,T:YUEX,YUEXIU PROPERTY 10 (SES) DEAD - DELIST.03/12/14,YUEXIU PROPERTY CO LTD,Real Estate
Z-OBEE HOLDINGS,T:ZOHL,ZOBE.SI^K17,T:ZOHL,Z-OBEE HOLDINGS DEAD - DELIST.27/11/17,ALPHA PROFESSIONAL HOLDINGS LTD,Telecommunications
ZAGRO ASIA 20,T:ZAGG,ZAGOx.SI^J12,T:ZAGG,ZAGRO ASIA 20 DEAD - DELIST.04/10/12,ZAGRO ASIA LIMITED,Consumer Staples
ANNAIK 'A',50440P,-,50440P,ANNAIK 'A' DEAD - DUPL.SEE.50439M,NA,Basic Materials
ASCENDAS REAL ESTATE INV (DUMMY NON RFD),99064T,-,99064T,ASCENDAS REAL ESTATE INV (DUMMY NON RFD),NA,Real Estate
ASCENDAS RLST.IT.A,T:ASTM,-,T:ASTM,ASCENDAS RLST.IT.A DEAD - DELIST.19/12/07,NA,Real Estate
ASCOTT RESIDENCE TRUST A,T:ASRA,-,T:ASRA,ASCOTT RESIDENCE TRUST A DEAD - DELIST.05/12/07,NA,Real Estate
ASCOTT RESIDENCE TRUST FTSE DUMMY CODE,9535G6,-,9535G6,ASCOTT RESIDENCE TRUST FTSE DUMMY CODE,NA,Real Estate
ASIA ENVIRONMENT HDG.,28197J,-,28197J,ASIA ENVIRONMENT HDG. DEAD - DUPL.SEE 28191P,NA,Utilities
AUSTRALAND HOLDINGS 'A',T:AUHO,-,T:AUHO,AUSTRALAND HOLDINGS 'A' DEAD - DELIST.19/09/01,NA,Real Estate
AYER HITAM TIN,950864,-,950864,AYER HITAM TIN,NA,Real Estate
BEECHAM GP. (SES),T:BEEC,-,T:BEEC,BEECHAM GP. (SES) DEAD - DELISTED,NA,Health Care
BOARDROOM R,T:BRDR,-,T:BRDR,BOARDROOM R DEAD - DUPL.SEE 31153P,NA,Industrials
BOARDROOM R250,T:BDDR,-,T:BDDR,BOARDROOM R250 DEAD - DUPL.SEE 31153Q,NA,NA
BOUSTEAD SINGAPORE 'A',T:BOSI,-,T:BOSI,BOUSTEAD SINGAPORE 'A' DEAD - DELIST.23/08/99,NA,Industrials
BREADTALK GROUP 'A',T:BGLA,BRETa.SI^E10,T:BGLA,BREADTALK GROUP 'A' DEAD - DELIST.11/05/10,NA,Consumer Staples
CAPITACOMMERCIAL TRUST A,T:CAPA,-,T:CAPA,CAPITACOMMERCIAL TRUST A DEAD - DELIST.02/08/05,NA,Real Estate
CAPITALAND RETAIL CHINA (DUMMY NON RFD),9911L5,-,9911L5,CAPITALAND RETAIL CHINA (DUMMY NON RFD),NA,Real Estate
CAPITAMALL TRUST A,T:CPMA,-,T:CPMA,CAPITAMALL TRUST A DEAD - DELIST.26/12/07,NA,Real Estate
CENTREPOINT PROPS.,T:CPNT,-,T:CPNT,CENTREPOINT PROPS. DEAD - DELIST 08/03/02,NA,Real Estate
COSCO (SING.) 'A',T:CILA,-,T:CILA,COSCO (SING.) 'A' DEAD - DELIST.26/08/03,NA,Industrials
COSCO INV.LTD.RCCPS,T:CSRC,-,T:CSRC,COSCO INV.LTD.RCCPS DEAD - DELIST.19/03/04,NA,Industrials
DAIWA FTSE SHARIAH JAP. 100 ETF,53476C,DFSJ.SI^G12,53476C,DAIWA FTSE SHARIAH JAP. 100 ETF,NA,Financials
DBS 'A' NRFD,T:DVSA,-,T:DVSA,DBS 'A' NRFD DEAD - DELIST.06/02/03,NA,Financials
DBS BK.S$500M 4.7% NON CUM.PF.SHS.,T:DBN,DBSM_pc.SI^K20,T:DBN,DBS BK.S$500M 4.7% NON CUM.PF.SHS.,NA,Financials
DBS GROUP HOLDINGS LTD,28045N,-,28045N,DBS GROUP HOLDINGS LTD,NA,Financials
DBSBANK S$1 1B6% NCPS,T:DBBS,DBSM_pb.SI^E11,T:DBBS,DBSBANK S$1 1B6% NCPS,NA,Financials
DBX ABF INDO ETF 10(SES),T:DBXA,DIDR.SI^C17,T:DBXA,DBX ABF INDO ETF 10(SES) DEAD - DELIST.27/03/17,NA,Financials
DBXT AUD MM ETF SGD 5,T:DEF,DCSK.SI^G17,T:DEF,DBXT AUD MM ETF SGD 5 DEAD - DELIST.12/07/17,NA,Financials
DBXT AUD MM ETF USD 5,69160J,DCSG.SI^G17,69160J,DBXT AUD MM ETF USD 5 DEAD - DELIST.12/07/17,NA,Financials
DBXT AUD MONEY MKT.ETF 5,T:DAM,DCSD.SI^G17,T:DAM,DBXT AUD MONEY MKT.ETF 5 DEAD - DELIST.12/07/17,NA,Financials
DBXT DBCBDJUBSCI ETF 10,T:DDFH,DBBN.SI^G16,T:DDFH,DBXT DBCBDJUBSCI ETF 10 DEAD - DELIST.13/07/16,NA,Financials
DBXT DBCBLEB ETF 10,T:BLMF,DBBP.SI^G16,T:BLMF,DBXT DBCBLEB ETF 10 DEAD - DELIST.13/07/16,NA,Financials
DBXT DBLCI-OY BALANCED ETF 5,T:DDOY,DBPN.SI^G16,T:DDOY,DBXT DBLCI-OY BALANCED ETF 5,NA,Financials
DBXT IBOXX KOREA ETF 5,T:DIK,DCSA.SI^C17,T:DIK,DBXT IBOXX KOREA ETF 5 DEAD - DELIST.27/03/17,NA,Financials
DBXT MSCI ASIA EX JAPAN HIGH DIV.YIELD ETF 10,T:DMEJ,DPVJ.SI^H17,T:DMEJ,DBXT MSCI ASIA EX JAPAN HIGH DIV.YIELD ETF 10,NA,Financials
DBXT MSCI EMERGING MKTS. ETF 10,T:DME,DMEM.SI^H17,T:DME,DBXT MSCI EMERGING MKTS. ETF 10,NA,Financials
DBXT MSCI EMRG.MKTS.AI. ETF 10,T:DMA,DMAS.SI^H17,T:DMA,DBXT MSCI EMRG.MKTS.AI. ETF 10,NA,Financials
DBXT SORA ETF 5,T:DBSE,DSGO.SI^C17,T:DBSE,DBXT SORA ETF 5 DEAD - DELIST.27/03/17,NA,Financials
DBXT USD MM. ETF SGD 5,T:DSMM,DUMM.SI^G11,T:DSMM,DBXT USD MM. ETF SGD 5 DEAD - DELIST.11/07/11,NA,Financials
DES STUDIO,T:DESS,-,T:DESS,DES STUDIO DEAD - DUPL SEE 26721Q,NA,Consumer Discretionary
EASUN REYROLLE GDR,51453F,ESRL.SI^K13,51453F,EASUN REYROLLE GDR DEAD - DELIST.25/11/13,NA,Industrials
ESR-REIT DUMMY,2593G3,-,2593G3,ESR-REIT DUMMY,NA,Real Estate
ETIKA INTL.HDG.'A',T:ETKA,ETIKa.SI^B13,T:ETKA,ETIKA INTL.HDG.'A' DEAD - DELIST.08/02/13,NA,Consumer Staples
FAI INSURANCE (SES),T:FINL,-,T:FINL,FAI INSURANCE (SES) DEAD - 04/02/99,NA,Financials
FIBRECHEM NCPS PREF.,T:FBTN,FIBR_p.SI^L18,T:FBTN,FIBRECHEM NCPS PREF. DEAD - DELIST.11/12/18,NA,Basic Materials
FIRST CAPITAL CORP.,315862,-,315862,FIRST CAPITAL CORP.,NA,Real Estate
FIRST ENGR. 'A',T:FIST,-,T:FIST,FIRST ENGR. 'A' DEAD - DELIST.29/08/03,NA,Industrials
FIRST RESOURCE,51374W,-,51374W,FIRST RESOURCE DEAD - DUPL.51387K,NA,Consumer Staples
FRASERS CENTREPOINT TST. DUMMY,9449EN,-,9449EN,FRASERS CENTREPOINT TST. DUMMY,NA,Real Estate
FRASERS COMMCPPU 500 PF.,T:FCTA,FRCR_p.SI^J14,T:FCTA,FRASERS COMMCPPU 500 PF. DEAD - DELIST.01/10/14,NA,Real Estate
FRASERS COMMERCIAL TRUST A,T:FRCA,FRCRa.SI^B13,T:FRCA,FRASERS COMMERCIAL TRUST A,NA,Real Estate
FRASERS COMMERCIAL TRUST A,T:FCAR,FRCRa.SI^K13,T:FCAR,FRASERS COMMERCIAL TRUST A,NA,Real Estate
FRASERS PPTY TH (NON RANKING DIV DUMMY),9910RG,-,9910RG,FRASERS PPTY TH (NON RANKING DIV DUMMY),NA,Real Estate
GOLD COIN LTD.,675043,-,675043,GOLD COIN LTD. DEAD - SEE 771626,NA,Industrials
GUOCOLAND 7%NCCPS040209,T:FRCC,-,T:FRCC,GUOCOLAND 7%NCCPS040209 DEAD - DELIST 26/01/04,NA,Real Estate
GUOCOLAND PF.,T:GUOC,-,T:GUOC,GUOCOLAND PF. DEAD - DELIST.30/11/05,NA,Real Estate
GUTHRIE GTS A,316644,-,316644,GUTHRIE GTS A DEAD - DELIST.21/06/93,NA,Industrials
HAI SUN HUP GP.,315864,-,315864,HAI SUN HUP GP.,NA,Consumer Discretionary
HAW PAR BROS.,131511,-,131511,HAW PAR BROS. DEAD - DUPL SEE 923094,NA,Health Care
HAW PAR CORPORATION 'A',T:HAWP,-,T:HAWP,HAW PAR CORPORATION 'A' DEAD - DELIST.01/06/99,NA,Health Care
HO BEE INVESTMENT 'A',T:HOBA,-,T:HOBA,HO BEE INVESTMENT 'A' DEAD - DELIST.19/12/07,NA,Real Estate
HONG LEONG SING.FIN.FB.,T:SPFF,-,T:SPFF,HONG LEONG SING.FIN.FB. DEAD - DELIST.24/01/03,NA,Financials
HONGGUO INTL.HOLDINGS,T:HOGG,HGUO.SI^E10,T:HOGG,HONGGUO INTL.HOLDINGS DEAD - DELIST.06/04/10,HONGGUO INTERNATIONAL HOLDINGS LTD,Consumer Discretionary
HOTEL PROPS. A,776809,-,776809,HOTEL PROPS. A,NA,Consumer Discretionary
INCHCAPE MOTORS,T:INCH,-,T:INCH,INCHCAPE MOTORS DEAD - DELIST.28/06/02,INCHCAPE MOTORS LIMITED,Consumer Discretionary
ISHARES AI.LOC.CUR.BD. IDX.ETF,77200D,BRBC.SI^E15,77200D,ISHARES AI.LOC.CUR.BD. IDX.ETF,NA,Financials
ISHARES ASIA LC 1-3Y BD. ETF,779800,ASHY.SI^E15,779800,ISHARES ASIA LC 1-3Y BD. ETF,NA,Financials
KEPPEL FELS ENERGY,T:KFE,-,T:KFE,KEPPEL FELS ENERGY DEAD - DUPL.SEE 992687,NA,Energy
LINAIR TECHNOLOGIES 'A',T:LTLA,-,T:LTLA,LINAIR TECHNOLOGIES 'A' DEAD - DELIST.12/12/07,NA,Industrials
LYE.MSCI AI.APEX 50 10,T:LMA,LAPX.SI^F18,T:LMA,LYE.MSCI AI.APEX 50 10 DEAD - DELIST.29/06/18,NA,Financials
LYXOR ASIA 10 ETF X@,41290J,LAEJ.SI^B19,41290J,LYXOR ASIA 10 ETF X@ DEAD - DELIST.26/02/19,NA,Financials
LYXOR CHIN.ENTER. HSCEI UCITS ETF USD,41290K,LASI.SI^B19,41290K,LYXOR CHIN.ENTER. HSCEI UCITS ETF USD,NA,Financials
LYXOR COMD.THOM RTRS. CORE ETF UCIT U,T:LECC,LCRB.SI^F18,T:LECC,LYXOR COMD.THOM RTRS. CORE ETF UCIT U,NA,Financials
LYXOR COMD.TR CORE EX ENERGY UCITS ETF U,T:LCC,LCRG.SI^F18,T:LCC,LYXOR COMD.TR CORE EX ENERGY UCITS ETF U,NA,Financials
LYXOR DJ.INAG.UCITS ETF USD,T:LETD,LDJI.SI^F18,T:LETD,LYXOR DJ.INAG.UCITS ETF USD,NA,Financials
LYXOR ETF EASTERN EU.10,67496T,LCEC.SI^L15,67496T,LYXOR ETF EASTERN EU.10 DEAD - DELIST.15/12/15,NA,Financials
LYXOR ETF MSCI EM LATIN AMERICA,T:LEMA,LLTM.SI^F18,T:LEMA,LYXOR ETF MSCI EM LATIN AMERICA,NA,Financials
LYXOR ETF MSCI THAI.10,54301P,LTHA.SI^H09,54301P,LYXOR ETF MSCI THAI.10 DEAD - DELIST.14/08/09,NA,Financials
LYXOR HONG KONG (HSI) UCITS ETF USD,T:LEHK,LHSI.SI^F18,T:LEHK,LYXOR HONG KONG (HSI) UCITS ETF USD,NA,Financials
LYXOR INDIA NIFTY ETF 10,T:LINE,LNFU.SI^L12,T:LINE,LYXOR INDIA NIFTY ETF 10 DEAD - DELIST.07/12/12,NA,Financials
LYXOR JAPAN (TOPIX) (DR) UCITS ETF USD,T:LEJT,LJPN.SI^I16,T:LEJT,LYXOR JAPAN (TOPIX) (DR) UCITS ETF USD,NA,Financials
LYXOR MSCI EUROPE UCITS ETF USD,T:LETM,LMEU.SI^F18,T:LETM,LYXOR MSCI EUROPE UCITS ETF USD,NA,Financials
LYXOR MSCI INDO. UCITS ETF C-USD,T:LEIN,LIND.SI^K18,T:LEIN,LYXOR MSCI INDO. UCITS ETF C-USD,NA,Financials
LYXOR MSCI KOREA UCITS ETF USD,T:LEMK,LKRW.SI^F18,T:LEMK,LYXOR MSCI KOREA UCITS ETF USD,NA,Financials
